,code,time,title,tenant_type,group,urgency1,urgency2,business,bug_type,reason
257,230626-00001634,2023-06-26 11:11:07,【YKM】英凯模线上环境。领料出库后扫轴码进行挂轴上架，轴码扫描完毕，点击确定，回到料架详情页，页面空白。未获取到上架的所有轴,,项目组,致命,紧急,生产管理,代码错误,工作流写入出错
258,230626-00001632,2023-06-26 10:58:07,【兴顺】高级车间计划按照小时/产品进行自动排,,M,一般,中,车间计划,代码错误,加工时间分钟当成秒进行排产计算导致
259,230626-00001630,2023-06-26 10:17:43,【三色鸽】U8对接，申请移库，传到U8传错仓库了,,项目组,致命,高,集成对接,重复发现,u8缺少0103仓库的基础资料，mes移出仓库是0103
260,230626-00001628,2023-06-26 10:06:23,【YKM】英凯模本地环境，生产进度报表无法查看，一直转圈,,项目组,致命,紧急,生产管理,重复发现,已有bug转需求
261,230626-00001624,2023-06-26 09:14:55,【江苏梦兰集团有限公司】-生产单-2023A07-001，通过物料需求计划（新）下达任务后，生产单仅显示倒冲料，未显示计划用料，但是对应的工艺路线两种投料是都有的，工艺路线名称 ：7608533工艺,,M,致命,紧急,生产管理,重复发现,昨日上线鹿享家“替代料”物料识别码导致，导致未购买物料识别码的租户下达出错
262,230625-00001623,2023-06-25 22:18:17,【华光】创建发货单报错,,E,一般,中,发货单,代码错误,发货单自定义字段异常
263,230625-00001616,2023-06-25 16:44:04,【精诚不锈钢】报工记录统计表数据错误-1,,Efficiency,严重,高,CoreBI,重复发现,在个别不合格原因与对应的次品数的逻辑判断上有误：不合格原因：凸起，脊状凸起，做了重复判断
264,230625-00001615,2023-06-25 16:38:08,【精诚不锈钢】报工记录统计表数据显示错误,,Efficiency,严重,高,CoreBI,重复发现,重复提交bug单
265,230625-00001613,2023-06-25 15:55:25,【兴顺】高级车间排产报错，系统很卡、过程会报错、需要不断重复提交才能成功,,M,一般,中,车间计划,性能问题,排产方案提交时齐套计算后保存es超时导致。
266,230625-00001612,2023-06-25 15:00:03,四川羽佳，《羽佳库存数量余额表》5月份数据导出失败,,E,致命,紧急,库存,无法复现,未复现该问题
267,230625-00001610,2023-06-25 14:36:49,富光塑胶事业部 计件工资报表计算异常,,Efficiency,严重,高,计件工资,代码错误,不合格类型工资数据为空导致总工资指标计算代码失效
268,230625-00001609,2023-06-25 14:11:19,鹿享家--看板打开扫服务器出小差（线上环境与本地环境同样报错）,,CoreBI,致命,紧急,看板,代码错误,处理默认值时，没有根据类型进行判断
269,230625-00001608,2023-06-25 14:08:59,【南京川木】标准应收单及收款单与应收报表统计金额不符,,E,致命,高,X,其他,clickHouse数据异常
270,230625-00001607,2023-06-25 14:07:12,【溢达】用户订单：qonvolv-230625-00006，已下达生产任务，但是订单状态依旧显示未加入计划，怀疑是手动关联的生产单，但是没有操作日志，麻烦确认下是哪里的问题呢,,E,严重,紧急,订单,代码错误,订单列表的加入计划接口没有过滤出已审核的订单，导致审核中的订单也加入了计划
271,230625-00001605,2023-06-25 13:48:44,【内部】”编辑“按钮满足过滤条件但不显示,SaaS,CorePaaS,一般,中,CorePaaS,代码错误,【前端V2升级】新功能迭代影响，代码逻辑判断错误
272,230625-00001604,2023-06-25 13:26:06,【海德鲁】用户定制的质量巡检，巡检中，部分生产单已经完成了，但是依旧在产生巡检任务（用户的逻辑是，只会在生产任务单计划时间内产生质量巡检任务）例如生产单号：CNF-WO005147，计划生产时间是：2023年5月17号-5月19号，2个任务单，并且生产单已经完成了，但是现在依旧有产生质量巡检单，麻烦查看下是哪里的问题呢,,CorePaaS,严重,紧急,质量追溯,代码错误,服务启动时事件重试由Spring事件改为MQ，忽略了msg_key的变更，导致事件执行完毕后，未正常删除mysql中的数据，在每次服务启动时，都可能再次重复执行。
273,230625-00001599,2023-06-25 11:16:16,【YK2】应收报表收款金额和收款单金额有差异,,E,致命,高,X,其他,cps mongo未同步到clickhouse导致报表数据错误
274,230625-00001596,2023-06-25 10:25:12,【生产成本】期初成本初始化、归集投入产量、自定义分配标准分配产量、引入实际工时、引入约当产量、在产品盘点按钮失效,,前端,致命,高,生产成本,代码错误,代码问题，新功能迭代影响
275,230625-00001595,2023-06-25 10:08:38,【搭建自动化】工作流页面推送部门字段赋值时，推送过来的页面部门字段显示错误,,CorePaaS,一般,中,CorePaaS,代码错误,部门查询不能查询id未0的数据，现已支持
276,230625-00001594,2023-06-25 09:26:04,售后WEB可查看图片，手机端不显示,,CorePaaS,严重,中,CorePaaS,代码错误,"【前端V2升级】parent查询条件未写对，查询子表，实体apiName不应该传父表的实体apiName, 应该传子表的实体apiName"
277,230625-00001592,2023-06-25 08:43:19,【湖州沃冠】用户物料：C903磁性圈胶，基本单位是g，创建BOM后，BOM的子项物料处显示的上级物料单位是个，麻烦查看下是哪里的问题呢,,前端,严重,紧急,BOM,代码错误,前端代码读取父项物料基本单位不对，导致页面显示默认值”个“
278,230624-00001590,2023-06-24 10:08:55,【金华电气】销售出库按客户显示，点击发货时间排序，排序不对，28号混在了24号的顺序里,,E,严重,高,库存,代码错误,参数排序后，分组的视图又会再次进行默认排序，原有的参数排序会被打乱
279,230623-00001586,2023-06-23 15:01:35,【皖太】订单完成后，发货单使用word模版打印报错。提示：打印失败，业务数据读取失败     PS：自定义布局打印可以,,E,致命,紧急,发货单,代码错误,订单物料行默认出库库位被删除了，订单详情报错，打印发货单时也报错
280,230623-00001585,2023-06-23 14:39:12,【天牛】用户订单：230619-008，从订单中进行发货，物料行中有自定义字段：客户计划号，打印不出来，麻烦查看下是哪里的问题呢,,E,严重,紧急,订单,代码错误,发货单打印数据接口判断是否有订单物料行自定义字段时搞错了
281,230623-00001581,2023-06-23 10:24:24,【河北蓝辉金属制品有限公司】用户使用新版财务，创建付款单，选择预付项目类型为：采购订单时报错，麻烦看下是哪里的问题呢,,E,致命,紧急,财务,其他,付款条件表单未发布
282,230621-00001579,2023-06-21 16:41:04,【上海雁南汽车零部件有限公司】标准应收单：00000575上没有展示他的发票明细（对应的销售发票是00000135），然后销售发票00000135上面显示全部核销，但是没有展示核销明细，麻烦查看下是哪里的问题呢,,E,严重,紧急,财务,其他,销售发票核销单没有工作流
283,230621-00001575,2023-06-21 15:33:27,【河北欧耐机械模具有限公司】-订单O-230606-001，审核流程中显示审核节点已审核，但是单据显示通过按钮，点击通过按钮，又提示“‘单据已完成审核’”,,E,致命,紧急,订单,数据清理,"6.6号订单自定义字段迁移，没有将该订单的自定义字段迁到cps。先修领域数据"
284,230621-00001572,2023-06-21 14:47:37,【yk2】收款单金额没有更新到报表里，如截图所示,,E,致命,紧急,财务,其他,只同步了数据，未找到原因-顾倩文
285,230621-00001567,2023-06-21 11:35:55,【伟润锻造】-财务-应收管理-收款单，应付管理-付款单，新建-提交时提示子表【编号】不能为空，但是子表的编号是自动创建且隐藏的,,CorePaaS,致命,紧急,财务,重复发现,新需求导致
286,230621-00001559,2023-06-21 11:01:12,【伟润锻造】高级物料需求运行异常,,M,严重,高,MRP,无法复现,杨双双没有仓库权限导致
287,230621-00001557,2023-06-21 09:43:05,【上海宏图千页环保科技有限公司】用户采购单：SHP-230620-003出入库历史单据同步金蝶失败，已尝试重发，重发也不行，麻烦查看是哪里的问题呢,,Efficiency,严重,高,采购单,代码错误,客户采购单含税单价的值是0，金蝶不允许含税单价这个字段为0或者空详情参考附件截图，请撤回修改采购单含税单价，然后再采购入库重新同步
288,230621-00001554,2023-06-21 09:23:15,【沃涵】有关多币种：EUR:，汇率为：7.6016，更新时间为6月1号，但是出入库历史相关记录中是根据7.6计算的，之前有处理过其中一个组织的一条数据，能否将改租户下有关6月1号更新汇率之后的数据同步更新下呢,,E,致命,紧急,库存,数据清理,历史代码精度计算导致的数据问题，代码已修复，暂时修复数据
289,230621-00001552,2023-06-21 08:53:49,【德州敏驰】-新建备库单报错,,CorePaaS,致命,紧急,主生产计划,代码错误,传参错误
290,230620-00001549,2023-06-20 19:56:14,【明达铝业科技（太仓）有限公司（NEW）】生产单派发后，没有对应的模具领用任务,,CorePaaS,致命,紧急,工模具,性能问题,并发问题
291,230620-00001548,2023-06-20 19:48:04,"盘点单列表右上角按钮中间有一个逗号“,”",,项目组,建议,低,库存,代码错误,张午阳在备库单增加导出需求中加的
292,230620-00001546,2023-06-20 19:03:34,【航磁】航磁订单生产进度报表无法打开,,Efficiency,致命,紧急,报表,环境运维,c2上为clickhouse数据库 ，迁移到航磁环境后使用的是mysql数据库。这样是有问题的，建议转需求开发
293,230620-00001536,2023-06-20 15:07:15,【上海雁南汽车零部件有限公司】用户从APP端，创建订单时，选择物料，通过物料规格进行筛选时，输入规格后，无法筛选出对应的规格，但是单独从APP端物料模块进行筛选的时候是可以输入物料规格后，自动弹出类似的规格，麻烦查看下是哪里的问题呢,,移动端,严重,紧急,订单,代码错误,代码问题
294,230620-00001535,2023-06-20 14:47:39,【安固】采购申请列表物料（11040000000036）已采购/计划采购数B显示错误,,E,一般,中,采购申请,代码错误,采购申请A -> 采购-> 采购单行A -》 采购单行A复制为采购单行B -> 保存采购单 -> 采购申请关联采购数正确 -> 编辑采购单 -》 保存 -》  采购申请关联采购数错误
295,230620-00001534,2023-06-20 14:22:27,【湖州沃冠科技有限公司】-物料需求计划(新)点击-运行报错,,E,致命,紧急,主生产计划,其他,订单截止日志为：1905-07-17，插入数据库报错
296,230620-00001531,2023-06-20 13:39:36,【绍兴新辉照明有限公司】-用户反馈昨天晚上登录的时候一直闪退，web浏览器是新下载的谷歌，登录提示服务器开小差，手机端登录也不行，如视频所示，请问昨天是做了什么更新嘛？,,Efficiency,严重,高,用户中心,代码错误,账户中心修复的bug有问题，导致获取系统配置错误
297,230620-00001525,2023-06-20 11:45:49,【南通金韦尔智能装备有限公司】用户采购单号： CGD-GN2300-0614-02有物料名称为： 深沟球轴承，共4个同样名称的物料（编号不同），目前从采购单列表中按物料查询，搜索物料名称： 深沟球轴承，搜索不到该采购单信息。麻烦查看下是哪里的问题呢（使用的是超级管理员的账号）,,E,严重,紧急,物料,重复发现,物料es未刷新
298,230620-00001526,2023-06-20 11:45:30,【南通金韦尔】新建采购单提交时报错：物料查询参数不能为空,,E,严重,高,物料,重复发现,物料es未刷新
